Word	Start Word Index	End Word Index	POS Label	Spacy POS Label	Final POS Label	NER Label	Spacy NER Label	Tweet	Candidate Label	PROPOSED NER Label	Alec NER Label	Alec Additional Notes
@user156	0	0	['PROPN']	['X']	['X']	['O']	[]	@user156 i 'm allergic and they taste horrible	<[@user156]> i 'm allergic and they taste horrible	['B-PER']	[B-PER]	
@user175	0	0	['PROPN']	['X']	['X']	['O']	[]	@user175 i ve been fine .. could be better lol [:	<[@user175]> i ve been fine .. could be better lol [:	['B-PER']	[B-PER]	
@user181	0	0	['PROPN']	['X']	['X']	['O']	[]	@user181 no , there are more extensive steps there . try them all , in order . ^ps	<[@user181]> no , there are more extensive steps there . try them all , in order . ^ps	['B-PER']	[B-PER]	
@user197	0	0	['PROPN']	['X']	['X']	['O']	[]	@user197 hehee , thankyou :d awh lmao :) xxx	<[@user197]> hehee , thankyou :d awh lmao :) xxx	['B-PER']	[B-PER]	
@user200	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user200 ima get me a flip phone for real	<[@user200]> ima get me a flip phone for real	['B-PER']	[B-PER]	
@user205	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user205 i lost all my contacts , smh .	<[@user205]> i lost all my contacts , smh .	['B-PER']	[B-PER]	
@user223	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user223 lmao i was waiting for u to say something after the barely pulled it out ....... they still weak as hell tho lol	<[@user223]> lmao i was waiting for u to say something after the barely pulled it out ....... they still weak as hell tho lol	['B-PER']	[B-PER]	
@user233	0	0	['PROPN']	['X']	['X']	['O']	[]	@user233 u not callin me	<[@user233]> u not callin me	['B-PER']	[B-PER]	
@user257	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user257 i got some inking done on him this morning . not long now .	<[@user257]> i got some inking done on him this morning . not long now .	['B-PER']	[B-PER]	
@user258	0	0	['PROPN']	['X']	['X']	['O']	[]	@user258 cuz i can n where u been biden at ?	<[@user258]> cuz i can n where u been biden at ?	['B-PER']	[B-PER]	
@user305	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user305 thank you !!!!	<[@user305]> thank you !!!!	['B-PER']	[B-PER]	
@user308	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user308 i may have to get minecraft after watching videos of it	<[@user308]> i may have to get minecraft after watching videos of it	['B-PER']	[B-PER]	
@user314	0	0	['PROPN']	['X']	['X']	['O']	[]	@user314 smh they had to book him fa something .. smh	<[@user314]> smh they had to book him fa something .. smh	['B-PER']	[B-PER]	
@user315	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user315 if you 've got ta leave , make sure they never forget you . that 's what i do .	<[@user315]> if you 've got ta leave , make sure they never forget you . that 's what i do .	['B-PER']	[B-PER]	
@user321	0	0	['PROPN']	['X']	['X']	['O']	[]	@user321 i miss fiko ..	<[@user321]> i miss fiko ..	['B-PER']	[B-PER]	
@user342	0	0	['PROPN']	['X']	['X']	['O']	[]	@user342 otay	<[@user342]> otay	['B-PER']	[B-PER]	
@user348	0	0	['PROPN']	['X']	['X']	['O']	[]	@user348 @user1252 2+4 = 6 i have 8 .	<[@user348]> @user1252 2+4 = 6 i have 8 .	['B-PER']	[B-PER]	
@user1252	1	1	['PROPN']	['NUM']	['NUM']	['O']	[]	@user348 @user1252 2+4 = 6 i have 8 .	@user348 <[@user1252]> 2+4 = 6 i have 8 .	['B-PER']	[B-PER]	
@user372	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user372 ooooo you made my head spin with that one ! you are such a cheeky studmuffin !	<[@user372]> ooooo you made my head spin with that one ! you are such a cheeky studmuffin !	['B-PER']	[B-PER]	
@user407	0	0	['PROPN']	['X']	['X']	['O']	[]	@user407 lmfao !	<[@user407]> lmfao !	['B-PER']	[B-PER]	
@user416	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user416 he 1 shy of tie for most 3s in nba history and 2 shy of breaking it	<[@user416]> he 1 shy of tie for most 3s in nba history and 2 shy of breaking it	['B-PER']	[B-PER]	
@user440	0	0	['PROPN']	['INTJ']	['INTJ']	['O']	[]	@user440 ha . aha !!!!! you so nasty !!!!!!!.. but i like it lmao	<[@user440]> ha . aha !!!!! you so nasty !!!!!!!.. but i like it lmao	['B-PER']	[B-PER]	
@user473	0	0	['PROPN']	['X']	['X']	['O']	[]	@user473 @user948 @user1227 , morning #etp fam	<[@user473]> @user948 @user1227 , morning #etp fam	['B-PER']	[B-PER]	
@user948	1	1	['PROPN']	['X']	['X']	['O']	[]	@user473 @user948 @user1227 , morning #etp fam	@user473 <[@user948]> @user1227 , morning #etp fam	['B-PER']	[B-PER]	
@user1227	2	2	['PROPN']	['X']	['X']	['O']	[]	@user473 @user948 @user1227 , morning #etp fam	@user473 @user948 <[@user1227]> , morning #etp fam	['B-PER']	[B-PER]	
#etp	5	5	['PROPN']	['NOUN']	['NOUN']	['O']	[]	@user473 @user948 @user1227 , morning #etp fam	@user473 @user948 @user1227 , morning <[#etp]> fam	['O']	[O]	
@user481	0	0	['PROPN']	['X']	['X']	['O']	[]	@user481 most annoying song ever .	<[@user481]> most annoying song ever .	['B-PER']	[B-PER]	
@user483	0	0	['PROPN']	['X']	['X']	['O']	[]	@user483 @user232 @user1743 niggas be lieing bout they do nt eat pussy but when it comes down to it they do it	<[@user483]> @user232 @user1743 niggas be lieing bout they do nt eat pussy but when it comes down to it they do it	['B-PER']	[B-PER]	
@user232	1	1	['PROPN']	['X']	['X']	['O']	[]	@user483 @user232 @user1743 niggas be lieing bout they do nt eat pussy but when it comes down to it they do it	@user483 <[@user232]> @user1743 niggas be lieing bout they do nt eat pussy but when it comes down to it they do it	['B-PER']	[B-PER]	
@user1743	2	2	['PROPN']	['NUM']	['NUM']	['O']	[]	@user483 @user232 @user1743 niggas be lieing bout they do nt eat pussy but when it comes down to it they do it	@user483 @user232 <[@user1743]> niggas be lieing bout they do nt eat pussy but when it comes down to it they do it	['B-PER']	[B-PER]	
@user488	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user488 and uh next video shoot in the hood holla at a nigga ju heard ??	<[@user488]> and uh next video shoot in the hood holla at a nigga ju heard ??	['B-PER']	[B-PER]	
@user496	0	0	['PROPN']	['NOUN']	['NOUN']	['O']	[]	@user496 is having a giveaway ! url169 url169	<[@user496]> is having a giveaway ! url169 url169	['B-PER']	[B-PER]	
@user499	0	0	['PROPN']	['X']	['X']	['O']	[]	@user499 lol where got ??	<[@user499]> lol where got ??	['B-PER']	[B-PER]	
@user506	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user506 devoured it lol	<[@user506]> devoured it lol	['B-PER']	[B-PER]	
@user516	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user516 follow me back yo !	<[@user516]> follow me back yo !	['B-PER']	[B-PER]	
@user534	0	0	['PROPN']	['X']	['X']	['O']	[]	@user534 wat channle	<[@user534]> wat channle	['B-PER']	[B-PER]	
@user543	0	0	['PROPN']	['X']	['X']	['O']	[]	@user543 but it 's healthy cuz it has spinach !! ;)	<[@user543]> but it 's healthy cuz it has spinach !! ;)	['B-PER']	[B-PER]	
@user554	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user554 hahahaha , maybe it s ment to be . (x	<[@user554]> hahahaha , maybe it s ment to be . (x	['B-PER']	[B-PER]	
@user562	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user562 ok thank you !! :) i will check it out ♥	<[@user562]> ok thank you !! :) i will check it out ♥	['B-PER']	[B-PER]	
@user564	0	0	['PROPN']	['X']	['X']	['O']	[]	@user564 u eat sushi ?	<[@user564]> u eat sushi ?	['B-PER']	[B-PER]	
@user566	0	0	['PROPN']	['NUM']	['NUM']	['O']	[]	@user566 17	<[@user566]> 17	['B-PER']	[B-PER]	
@user574	0	0	['PROPN']	['X']	['X']	['O']	[]	@user574 lol u good just want to give credit where credit is due whensending to radio or tv cats needs their royalties nah mean !	<[@user574]> lol u good just want to give credit where credit is due whensending to radio or tv cats needs their royalties nah mean !	['B-PER']	[B-PER]	
@user575	0	0	['PROPN']	['X']	['X']	['O']	[]	@user575 yaaay ! ^.^	<[@user575]> yaaay ! ^.^	['B-PER']	[B-PER]	
@user578	0	0	['PROPN']	['X']	['X']	['O']	[]	@user578 : it s lil bumbs around her lip and she swear it s her lipgloss #dumbniggathere < bumps * typo *	<[@user578]> : it s lil bumbs around her lip and she swear it s her lipgloss #dumbniggathere < bumps * typo *	['B-PER']	[B-PER]	
@user579	0	0	['PROPN']	['X']	['X']	['O']	[]	@user579 @user39 @user1719 yea i already had close to 160gig so i 'm probably at close to 190 gig now	<[@user579]> @user39 @user1719 yea i already had close to 160gig so i 'm probably at close to 190 gig now	['B-PER']	[B-PER]	
@user39	1	1	['PROPN']	['X']	['X']	['O']	[]	@user579 @user39 @user1719 yea i already had close to 160gig so i 'm probably at close to 190 gig now	@user579 <[@user39]> @user1719 yea i already had close to 160gig so i 'm probably at close to 190 gig now	['B-PER']	[B-PER]	
@user1719	2	2	['PROPN']	['X']	['X']	['O']	[]	@user579 @user39 @user1719 yea i already had close to 160gig so i 'm probably at close to 190 gig now	@user579 @user39 <[@user1719]> yea i already had close to 160gig so i 'm probably at close to 190 gig now	['B-PER']	[B-PER]	
@user599	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user599 i wanted to tell him to sat his old ass down somewhere , doing the most ....	<[@user599]> i wanted to tell him to sat his old ass down somewhere , doing the most ....	['B-PER']	[B-PER]	
@user608	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user608 i know the feeling .	<[@user608]> i know the feeling .	['B-PER']	[B-PER]	
@user633	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user633 hey jream , where will the after party be at ?	<[@user633]> hey jream , where will the after party be at ?	['B-PER']	[B-PER]	
@user641	0	0	['PROPN']	['X']	['X']	['O']	[]	@user641 yea from 7 - to 1 lol	<[@user641]> yea from 7 - to 1 lol	['B-PER']	[B-PER]	
@user649	0	0	['PROPN']	['NOUN']	['NOUN']	['O']	[]	@user649 get the new macbook air !!	<[@user649]> get the new macbook air !!	['B-PER']	[B-PER]	
@user657	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user657 no worries ... seems like a lot of people are busy	<[@user657]> no worries ... seems like a lot of people are busy	['B-PER']	[B-PER]	
@user659	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user659 did u get that janette !? " prefection rhymes with one direction " not janette gonzalez . ~ lol	<[@user659]> did u get that janette !? " prefection rhymes with one direction " not janette gonzalez . ~ lol	['B-PER']	[B-PER]	
@user681	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user681 i have them in my fridge right now , but they should be fine , i could freeze them if ya like .	<[@user681]> i have them in my fridge right now , but they should be fine , i could freeze them if ya like .	['B-PER']	[B-PER]	
@user706	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user706 i 'm off thursday . is that good for you ?	<[@user706]> i 'm off thursday . is that good for you ?	['B-PER']	[B-PER]	
thursday	4	4	['PROPN']	['PROPN']	['PROPN']	['O']	['DATE']	@user706 i 'm off thursday . is that good for you ?	@user706 i 'm off <[thursday]> . is that good for you ?	['B-MISC']	[B-MISC]	
@user713	0	0	['PROPN']	['X']	['X']	['O']	[]	@user713 hey yh i 'm in bristol this saturday for my birthday , is der nefin goin on x	<[@user713]> hey yh i 'm in bristol this saturday for my birthday , is der nefin goin on x	['B-PER']	[B-PER]	
saturday	8	8	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user713 hey yh i 'm in bristol this saturday for my birthday , is der nefin goin on x	@user713 hey yh i 'm in bristol this <[saturday]> for my birthday , is der nefin goin on x	['B-MISC']	[B-MISC]	
@user716	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user716 they tryna close all the black hs 's in charlotte	<[@user716]> they tryna close all the black hs 's in charlotte	['B-PER']	[B-PER]	
hs	7	7	['PROPN']	['NOUN']	['NOUN']	['O']	[]	@user716 they tryna close all the black hs 's in charlotte	@user716 they tryna close all the black <[hs]> 's in charlotte	['O']	[B-MISC]	
@user721	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user721 i remember when you had like a thousand . you got the juice now .	<[@user721]> i remember when you had like a thousand . you got the juice now .	['B-PER']	[B-PER]	
@user726	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user726 is giving away 2 $ 250 grocery gift cards to associated foods . winner announced wed on 2news at 10 ! url84	<[@user726]> is giving away 2 $ 250 grocery gift cards to associated foods . winner announced wed on 2news at 10 ! url84	['B-PER']	[B-PER]	
wed	16	16	['PROPN']	['PROPN', 'PROPN']	['PROPN', 'PROPN']	['O']	[]	@user726 is giving away 2 $ 250 grocery gift cards to associated foods . winner announced wed on 2news at 10 ! url84	@user726 is giving away 2 $ 250 grocery gift cards to associated foods . winner announced <[wed]> on 2news at 10 ! url84	['B-MISC']	[B-MISC]	
@user727	0	0	['PROPN']	['X']	['X']	['O']	[]	@user727 :/ it 's okay . i guess people are going again next week , do you think you 'll go ?	<[@user727]> :/ it 's okay . i guess people are going again next week , do you think you 'll go ?	['B-PER']	[B-PER]	
@user736	0	0	['PROPN']	['X']	['X']	['O']	[]	@user736 that how long my pubes are ? i 'm gon na go trim them too !	<[@user736]> that how long my pubes are ? i 'm gon na go trim them too !	['B-PER']	[B-PER]	
@user757	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user757 omg luke you need to watch remember me . i literally was balling . you 'd love it .	<[@user757]> omg luke you need to watch remember me . i literally was balling . you 'd love it .	['B-PER']	[B-PER]	
@user782	0	0	['PROPN']	['X']	['X']	['O']	[]	@user782 @user247 yes ! dm an email address to send the link to !	<[@user782]> @user247 yes ! dm an email address to send the link to !	['B-PER']	[B-PER]	
@user247	1	1	['PROPN']	['X']	['X']	['O']	[]	@user782 @user247 yes ! dm an email address to send the link to !	@user782 <[@user247]> yes ! dm an email address to send the link to !	['B-PER']	[B-PER]	
@user792	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user792 ... when will you come out to the field :)	<[@user792]> ... when will you come out to the field :)	['B-PER']	[B-PER]	
@user797	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user797 cool , meet us at kieran 's if you can . court , too ? others ?	<[@user797]> cool , meet us at kieran 's if you can . court , too ? others ?	['B-PER']	[B-PER]	
@user805	0	0	['PROPN']	['X']	['X']	['O']	[]	@user805 @user2113 glue our lips together with that black gunk !	<[@user805]> @user2113 glue our lips together with that black gunk !	['B-PER']	[B-PER]	
@user2113	1	1	['PROPN']	['X']	['X']	['O']	[]	@user805 @user2113 glue our lips together with that black gunk !	@user805 <[@user2113]> glue our lips together with that black gunk !	['B-PER']	[B-PER]	
@user834	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user834 lol , thanks . why you say that tho ? haha !!	<[@user834]> lol , thanks . why you say that tho ? haha !!	['B-PER']	[B-PER]	
@user839	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user839 western fries	<[@user839]> western fries	['B-PER']	[B-PER]	
@user857	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user857 lol it wasnt blood but thanks .	<[@user857]> lol it wasnt blood but thanks .	['B-PER']	[B-PER]	
@user873	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user873 @user1561 miss y'all too just gon na leave me out the damn convo dicks lol	<[@user873]> @user1561 miss y'all too just gon na leave me out the damn convo dicks lol	['B-PER']	[B-PER]	
@user1561	1	1	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user873 @user1561 miss y'all too just gon na leave me out the damn convo dicks lol	@user873 <[@user1561]> miss y'all too just gon na leave me out the damn convo dicks lol	['B-PER']	[B-PER]	
@user902	0	0	['PROPN']	['ADJ']	['ADJ']	['O']	[]	@user902 weird cause your not doin either ..	<[@user902]> weird cause your not doin either ..	['B-PER']	[B-PER]	
@user909	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user909 that fallout vegas game looks neat	<[@user909]> that fallout vegas game looks neat	['B-PER']	[B-PER]	
@user933	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user933 loolll i was lyin gem	<[@user933]> loolll i was lyin gem	['B-PER']	[B-PER]	
@user939	0	0	['PROPN']	['X']	['X']	['O']	[]	@user939 if u want some funny & true quotes on your timeline then u should follow » @user91 « he 'll have u laughing all day !	<[@user939]> if u want some funny & true quotes on your timeline then u should follow » @user91 « he 'll have u laughing all day !	['B-PER']	[B-PER]	
@user91	17	17	['PROPN']	['X']	['X']	['O']	[]	@user939 if u want some funny & true quotes on your timeline then u should follow » @user91 « he 'll have u laughing all day !	@user939 if u want some funny & true quotes on your timeline then u should follow » <[@user91]> « he 'll have u laughing all day !	['B-PER']	[B-PER]	
@user942	0	0	['PROPN']	['X']	['X']	['O']	[]	@user942 @user2079 me three ! @user1323	<[@user942]> @user2079 me three ! @user1323	['B-PER']	[B-PER]	
@user2079	1	1	['PROPN']	['X']	['X']	['O']	[]	@user942 @user2079 me three ! @user1323	@user942 <[@user2079]> me three ! @user1323	['B-PER']	[B-PER]	
@user1323	5	5	['PROPN']	['X']	['X']	['O']	[]	@user942 @user2079 me three ! @user1323	@user942 @user2079 me three ! <[@user1323]>	['B-PER']	[B-PER]	
@user955	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user955 looking good in the pic u put up	<[@user955]> looking good in the pic u put up	['B-PER']	[B-PER]	
@user997	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user997 lmaooo iit was my mans .. iit was n't hurt at first but now i feel dat shiit	<[@user997]> lmaooo iit was my mans .. iit was n't hurt at first but now i feel dat shiit	['B-PER']	[B-PER]	
@user1016	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1016 she looks like it pacin' back & forth lol	<[@user1016]> she looks like it pacin' back & forth lol	['B-PER']	[B-PER]	
@user1034	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1034 follow @user497 & win ca$h playing your favorite video games ! #gamersaloon	<[@user1034]> follow @user497 & win ca$h playing your favorite video games ! #gamersaloon	['B-PER']	[B-PER]	
@user497	2	2	['PROPN']	['X']	['X']	['O']	[]	@user1034 follow @user497 & win ca$h playing your favorite video games ! #gamersaloon	@user1034 follow <[@user497]> & win ca$h playing your favorite video games ! #gamersaloon	['B-PER']	[B-PER]	
@user1038	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1038 lmao i 'm not a sheep who listens to it cos everyone else does , it s generally shit :(	<[@user1038]> lmao i 'm not a sheep who listens to it cos everyone else does , it s generally shit :(	['B-PER']	[B-PER]	
@user1046	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1046 thnx	<[@user1046]> thnx	['B-PER']	[B-PER]	
@user1064	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1064 knows what 's up . and what 's up is my dick .	<[@user1064]> knows what 's up . and what 's up is my dick .	['B-PER']	[B-PER]	
@user1068	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1068 right ..	<[@user1068]> right ..	['B-PER']	[B-PER]	
@user1082	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1082 when do you start your job ?	<[@user1082]> when do you start your job ?	['B-PER']	[B-PER]	
@user1101	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1101 lol no pork slime	<[@user1101]> lol no pork slime	['B-PER']	[B-PER]	
@user1125	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1125 10th ... that random chicks nasty ass breath :-)	<[@user1125]> 10th ... that random chicks nasty ass breath :-)	['B-PER']	[B-PER]	
@user1127	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1127 lyod and wayne - you that was bigggg !	<[@user1127]> lyod and wayne - you that was bigggg !	['B-PER']	[B-PER]	
@user1161	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1161 idc we got rings we aint chumps	<[@user1161]> idc we got rings we aint chumps	['B-PER']	[B-PER]	
@user1178	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1178 ; awe you miss me ??	<[@user1178]> ; awe you miss me ??	['B-PER']	[B-PER]	
@user1183	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1183 #ynwa best wishes at this sad time	<[@user1183]> #ynwa best wishes at this sad time	['B-PER']	[B-PER]	
@user1210	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1210 it is google maps , but i do n't think it was a prank , it 's just the normal kind of thing that happens in germany	<[@user1210]> it is google maps , but i do n't think it was a prank , it 's just the normal kind of thing that happens in germany	['B-PER']	[B-PER]	
@user1213	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1213 what 's new ? lol	<[@user1213]> what 's new ? lol	['B-PER']	[B-PER]	
@user1306	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1306 omg u r from pa ? i am too (: where abouts ?	<[@user1306]> omg u r from pa ? i am too (: where abouts ?	['B-PER']	[B-PER]	
@user1309	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1309 in bham i & teamel_al will be in full effect 4 @user398 10/30/10 !	<[@user1309]> in bham i & teamel_al will be in full effect 4 @user398 10/30/10 !	['B-PER']	[B-PER]	
teamel_al	5	5	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1309 in bham i & teamel_al will be in full effect 4 @user398 10/30/10 !	@user1309 in bham i & <[teamel_al]> will be in full effect 4 @user398 10/30/10 !	['B-MISC']	[B-PER]	
@user398	12	12	['PROPN']	['X']	['X']	['O']	[]	@user1309 in bham i & teamel_al will be in full effect 4 @user398 10/30/10 !	@user1309 in bham i & teamel_al will be in full effect 4 <[@user398]> 10/30/10 !	['B-PER']	[B-PER]	
@user1314	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1314 lets do the damn thing :]	<[@user1314]> lets do the damn thing :]	['B-PER']	[B-PER]	
@user1349	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1349 ok so we are cool i was n't sure smh i have people saying ridiculous stuff all day :( so sorry	<[@user1349]> ok so we are cool i was n't sure smh i have people saying ridiculous stuff all day :( so sorry	['B-PER']	[B-PER]	
