Word	POS Label	NER Label	Spacy POS Label	Spacy NER Label	Tweet
@user566	PROPN	O	User: No change	B-PER	@user566 17
@user574	PROPN	O	User: No change	B-PER	@user574 lol u good just want to give credit where credit is due whensending to radio or tv cats needs their royalties nah mean !
@user575	PROPN	O	User: No change	B-PER	@user575 yaaay ! ^.^
@user578	PROPN	O	User: No change	B-PER	@user578 : it s lil bumbs around her lip and she swear it s her lipgloss #dumbniggathere < bumps * typo *
@user579	PROPN	O	User: No change	B-PER	@user579 @user39 @user1719 yea i already had close to 160gig so i 'm probably at close to 190 gig now
@user39	PROPN	O	User: No change	B-PER	@user579 @user39 @user1719 yea i already had close to 160gig so i 'm probably at close to 190 gig now
@user1719	PROPN	O	User: No change	B-PER	@user579 @user39 @user1719 yea i already had close to 160gig so i 'm probably at close to 190 gig now
@user599	PROPN	O	User: No change	B-PER	@user599 i wanted to tell him to sat his old ass down somewhere , doing the most ....
@user608	PROPN	O	User: No change	B-PER	@user608 i know the feeling .
@user633	PROPN	O	User: No change	B-PER	@user633 hey jream , where will the after party be at ?
@user641	PROPN	O	User: No change	B-PER	@user641 yea from 7 - to 1 lol
@user649	PROPN	O	User: No change	B-PER	@user649 get the new macbook air !!
@user657	PROPN	O	User: No change	B-PER	@user657 no worries ... seems like a lot of people are busy
@user659	PROPN	O	User: No change	B-PER	"@user659 did u get that janette !? "" prefection rhymes with one direction "" not janette gonzalez . ~ lol"
@user681	PROPN	O	User: No change	B-PER	@user681 i have them in my fridge right now , but they should be fine , i could freeze them if ya like .
@user706	PROPN	O	User: No change	B-PER	@user706 i 'm off thursday . is that good for you ?
thursday	PROPN	O	PROPN	B-MISC	@user706 i 'm off thursday . is that good for you ?
@user713	PROPN	O	User: No change	B-PER	@user713 hey yh i 'm in bristol this saturday for my birthday , is der nefin goin on x
saturday	PROPN	O	PROPN	B-MISC	@user713 hey yh i 'm in bristol this saturday for my birthday , is der nefin goin on x
@user716	PROPN	O	User: No change	B-PER	@user716 they tryna close all the black hs 's in charlotte
hs	PROPN	O	X	O	@user716 they tryna close all the black hs 's in charlotte
@user721	PROPN	O	User: No change	B-PER	@user721 i remember when you had like a thousand . you got the juice now .
@user726	PROPN	O	User: No change	B-PER	@user726 is giving away 2 $ 250 grocery gift cards to associated foods . winner announced wed on 2news at 10 ! url84
wed	PROPN	O	NOUN	B-MISC	@user726 is giving away 2 $ 250 grocery gift cards to associated foods . winner announced wed on 2news at 10 ! url84
@user727	PROPN	O	User: No change	B-PER	@user727 :/ it 's okay . i guess people are going again next week , do you think you 'll go ?
@user736	PROPN	O	User: No change	B-PER	@user736 that how long my pubes are ? i 'm gon na go trim them too !
@user757	PROPN	O	User: No change	B-PER	@user757 omg luke you need to watch remember me . i literally was balling . you 'd love it .
@user782	PROPN	O	User: No change	B-PER	@user782 @user247 yes ! dm an email address to send the link to !
@user247	PROPN	O	User: No change	B-PER	@user782 @user247 yes ! dm an email address to send the link to !
@user792	PROPN	O	User: No change	B-PER	@user792 ... when will you come out to the field :)
@user797	PROPN	O	User: No change	B-PER	@user797 cool , meet us at kieran 's if you can . court , too ? others ?
@user805	PROPN	O	User: No change	B-PER	@user805 @user2113 glue our lips together with that black gunk !
@user2113	PROPN	O	User: No change	B-PER	@user805 @user2113 glue our lips together with that black gunk !
@user834	PROPN	O	User: No change	B-PER	@user834 lol , thanks . why you say that tho ? haha !!
@user839	PROPN	O	User: No change	B-PER	@user839 western fries
@user857	PROPN	O	User: No change	B-PER	@user857 lol it wasnt blood but thanks .
@user873	PROPN	O	User: No change	B-PER	@user873 @user1561 miss y'all too just gon na leave me out the damn convo dicks lol
@user1561	PROPN	O	User: No change	B-PER	@user873 @user1561 miss y'all too just gon na leave me out the damn convo dicks lol
@user902	PROPN	O	User: No change	B-PER	@user902 weird cause your not doin either ..
@user909	PROPN	O	User: No change	B-PER	@user909 that fallout vegas game looks neat
@user933	PROPN	O	User: No change	B-PER	@user933 loolll i was lyin gem
@user939	PROPN	O	User: No change	B-PER	@user939 if u want some funny & true quotes on your timeline then u should follow » @user91 « he 'll have u laughing all day !
@user91	PROPN	O	User: No change	B-PER	@user939 if u want some funny & true quotes on your timeline then u should follow » @user91 « he 'll have u laughing all day !
@user942	PROPN	O	User: No change	B-PER	@user942 @user2079 me three ! @user1323
@user2079	PROPN	O	User: No change	B-PER	@user942 @user2079 me three ! @user1323
@user1323	PROPN	O	User: No change	B-PER	@user942 @user2079 me three ! @user1323
@user955	PROPN	O	User: No change	B-PER	@user955 looking good in the pic u put up
@user997	PROPN	O	User: No change	B-PER	@user997 lmaooo iit was my mans .. iit was n't hurt at first but now i feel dat shiit
@user1016	PROPN	O	User: No change	B-PER	@user1016 she looks like it pacin' back & forth lol
@user1034	PROPN	O	User: No change	B-PER	@user1034 follow @user497 & win ca$h playing your favorite video games ! #gamersaloon
@user497	PROPN	O	User: No change	B-PER	@user1034 follow @user497 & win ca$h playing your favorite video games ! #gamersaloon
@user1038	PROPN	O	User: No change	B-PER	@user1038 lmao i 'm not a sheep who listens to it cos everyone else does , it s generally shit :(
@user1046	PROPN	O	User: No change	B-PER	@user1046 thnx
@user1064	PROPN	O	User: No change	B-PER	@user1064 knows what 's up . and what 's up is my dick .
@user1068	PROPN	O	User: No change	B-PER	@user1068 right ..
@user1082	PROPN	O	User: No change	B-PER	@user1082 when do you start your job ?
@user1101	PROPN	O	User: No change	B-PER	@user1101 lol no pork slime
@user1125	PROPN	O	User: No change	B-PER	@user1125 10th ... that random chicks nasty ass breath :-)
@user1127	PROPN	O	User: No change	B-PER	@user1127 lyod and wayne - you that was bigggg !
@user1161	PROPN	O	User: No change	B-PER	@user1161 idc we got rings we aint chumps
@user1178	PROPN	O	User: No change	B-PER	@user1178 ; awe you miss me ??
@user1183	PROPN	O	User: No change	B-PER	@user1183 #ynwa best wishes at this sad time
@user1210	PROPN	O	User: No change	B-PER	@user1210 it is google maps , but i do n't think it was a prank , it 's just the normal kind of thing that happens in germany
@user1213	PROPN	O	User: No change	B-PER	@user1213 what 's new ? lol
@user1306	PROPN	O	User: No change	B-PER	@user1306 omg u r from pa ? i am too (: where abouts ?
@user1309	PROPN	O	User: No change	B-PER	@user1309 in bham i & teamel_al will be in full effect 4 @user398 10/30/10 !
teamel_al	PROPN	O	PROPN	B-PER	@user1309 in bham i & teamel_al will be in full effect 4 @user398 10/30/10 !
@user398	PROPN	O	User: No change	B-PER	@user1309 in bham i & teamel_al will be in full effect 4 @user398 10/30/10 !
@user1314	PROPN	O	User: No change	B-PER	@user1314 lets do the damn thing :]
@user1349	PROPN	O	User: No change	B-PER	@user1349 ok so we are cool i was n't sure smh i have people saying ridiculous stuff all day :( so sorry
@user1370	PROPN	O	User: No change	B-PER	@user1370 i think i cut like , 6 - 8 inches . it 's nice , but i miss my big ponytail !
@user1371	PROPN	O	User: No change	B-PER	@user1371 smfh that 's fucking crazy
@user1389	PROPN	O	User: No change	B-PER	@user1389 schl is ok so far .... will calll u soon ... still with my fone ... he is good ;-) hw r u ?
@user1398	PROPN	O	User: No change	B-PER	@user1398 yes . i 'm also gong to eastside 's pre-show rehearsal , and trying to go to yours as well . #teamdiddlehype #reppinhometeams
@user1419	PROPN	O	User: No change	B-PER	@user1419 hell yea
@user1448	PROPN	O	User: No change	B-PER	"@user1448 does n't change anything if it 's a "" best seller . "" ie @user695 and the wwe title . most businesses reinvest their profits into new things"
@user695	PROPN	O	User: No change	B-PER	"@user1448 does n't change anything if it 's a "" best seller . "" ie @user695 and the wwe title . most businesses reinvest their profits into new things"
title	PROPN	O	NOUN	B-MISC	"@user1448 does n't change anything if it 's a "" best seller . "" ie @user695 and the wwe title . most businesses reinvest their profits into new things"
@user1450	PROPN	O	User: No change	B-PER	@user1450 sup shirt off
@user1462	PROPN	O	User: No change	B-PER	@user1462 was guud shitty ass
@user1475	PROPN	O	User: No change	B-PER	@user1475 @user732 jesus are you two still at it ? lolx
@user732	PROPN	O	User: No change	B-PER	@user1475 @user732 jesus are you two still at it ? lolx
jesus	PROPN	O	PROPN	B-MISC	@user1475 @user732 jesus are you two still at it ? lolx
@user1496	PROPN	O	User: No change	B-PER	@user1496 yoy my cuzzin told me it came on @ 950
@user1502	PROPN	O	User: No change	B-PER	@user1502 @user1785 nah we thought of it a few days ago
@user1785	PROPN	O	User: No change	B-PER	@user1502 @user1785 nah we thought of it a few days ago
@user1514	PROPN	O	User: No change	B-PER	@user1514 yeh i have no idea but i cant wait xx
@user1529	PROPN	O	User: No change	B-PER	@user1529 you would have had 1,987,001 followers if you did <3 lol
@user1530	PROPN	O	User: No change	B-PER	@user1530 3 couplets , 1 refrain .
@user1531	PROPN	O	User: No change	B-PER	@user1531 lol i know ...
@user1542	PROPN	O	User: No change	B-PER	@user1542 lol !
@user1574	PROPN	O	User: No change	B-PER	@user1574 nice !
@user1585	PROPN	O	User: No change	B-PER	@user1585 lmfao that different
@user1601	PROPN	O	User: No change	B-PER	@user1601 thank you !
@user1647	PROPN	O	User: No change	B-PER	@user1647 follow @user1932 .. he has awesome quotes and your end up with wow .. :-) follow him if you like his tweets ..
@user1932	PROPN	O	User: No change	B-PER	@user1647 follow @user1932 .. he has awesome quotes and your end up with wow .. :-) follow him if you like his tweets ..
@user1671	PROPN	O	User: No change	B-PER	@user1671 oh ya i bet . should be lots of fun for you . lol :-)
@user1675	PROPN	O	User: No change	B-PER	@user1675 - lol i m jk ahah itss okayy ...
@user1683	PROPN	O	User: No change	B-PER	@user1683 hey :d please read this for me ! url191 i really wan na meet @user2082 in montreal ! <3
@user2082	PROPN	O	User: No change	B-PER	@user1683 hey :d please read this for me ! url191 i really wan na meet @user2082 in montreal ! <3
@user1720	PROPN	O	User: No change	B-PER	@user1720 kay !
@user1776	PROPN	O	User: No change	B-PER	@user1776 protester had 4 men tackle her down , cop just watched ? i knew chief of police in my city , corrupt as hell !! i 'm re- joining today
@user1780	PROPN	O	User: No change	B-PER	@user1780 : if a player wins his first match , then loses in the second round that 's a t-17 , technically . does that count as top - 25 ?
@user1848	PROPN	O	User: No change	B-PER	@user1848 naw naw ima have to lock up w his ass lol but she 's eating as usual 
@user1870	PROPN	O	User: No change	B-PER	@user1870 rt @user1915 : one day i hope you look back at what we had , and regret every single thing you did to let it end .
@user1877	PROPN	O	User: No change	B-PER	@user1877 cd : 90 % mp3 : 0 % vinyl : 10 %
@user1896	PROPN	O	User: No change	B-PER	@user1896 htb sneaker expo dec18th at 330 ritch in sf from 6 pm to 10 pm 18 & over . from l.a. 2 da bay !! please rt , thanks u coming ?
dec18th	PROPN	O	PROPN	B-MISC	@user1896 htb sneaker expo dec18th at 330 ritch in sf from 6 pm to 10 pm 18 & over . from l.a. 2 da bay !! please rt , thanks u coming ?
@user1909	PROPN	O	User: No change	B-PER	@user1909 how was paris !? xx
@user1958	PROPN	O	User: No change	B-PER	@user1958 you wo nt ?
@user1976	PROPN	O	User: No change	B-PER	@user1976 lol i know right
@user1978	PROPN	O	User: No change	B-PER	@user1978 lol thanks
@user1989	PROPN	O	User: No change	B-PER	@user1989 wow ! o.o
@user1993	PROPN	O	User: No change	B-PER	@user1993 nah u really do though . u r like on your 6 pic url81
@user1995	PROPN	O	User: No change	B-PER	@user1995 them breast is flirting with me boo smh
@user2005	PROPN	O	User: No change	B-PER	@user2005 hehe i 'm still on my summer vacation :) but if i do n't try get up earlier than now , i 'll definitely be late for school :'( #i4u
@user2026	PROPN	O	User: No change	B-PER	@user2026 i from in italy !!!!! and you ???
@user2030	PROPN	O	User: No change	B-PER	@user2030 okay ?
@user2059	PROPN	O	User: No change	B-PER	@user2059 brand new macbook with zero cost www.slop.in/qrvd
@user2060	PROPN	O	User: No change	B-PER	@user2060 the bbr aliases do n't add a space
@user2078	PROPN	O	User: No change	B-PER	@user2078 well me & her ..
@user2095	PROPN	O	User: No change	B-PER	@user2095 haha i know ... i said that school was gon na go down the hole after we left
@user2121	PROPN	O	User: No change	B-PER	@user2121 happy birthday !!!! i 'm so glad you were born ! you should have @user1624 take u out since he 's a texan again ... if u r town
@user1624	PROPN	O	User: No change	B-PER	@user2121 happy birthday !!!! i 'm so glad you were born ! you should have @user1624 take u out since he 's a texan again ... if u r town
@user2203	PROPN	O	User: No change	B-PER	@user2203 lol , we are one . and that was me this weekend especially . maybe put it off until you feel like ~ talking again ?
@user2217	PROPN	O	User: No change	B-PER	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]
@user999	PROPN	O	User: No change	B-PER	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]
@user1452	PROPN	O	User: No change	B-PER	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]
@user1162	PROPN	O	User: No change	B-PER	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]
@user2225	PROPN	O	User: No change	B-PER	@user2225 eh yeah i 'll be fine , just annoyed
@user2226	PROPN	O	User: No change	B-PER	@user2226 i love you more
@user2228	PROPN	O	User: No change	B-PER	@user2228 on my way ... lol
@user2229	PROPN	O	User: No change	B-PER	@user2229 of course she can come
@user2238	PROPN	O	User: No change	B-PER	@user2238 you suppose to say good'morning love ♥
@user2241	PROPN	O	User: No change	B-PER	@user2241 wow ! one of your best self portraits ever ! url211
@user2247	PROPN	O	User: No change	B-PER	@user2247 hey how is it going .. did u set it up ?
@user2252	PROPN	O	User: No change	B-PER	@user2252 can we go to tims please and tonkkss
tims	PROPN	O	PROPN	B-PER	@user2252 can we go to tims please and tonkkss
tonkkss	PROPN	O	PROPN	B-ORG	@user2252 can we go to tims please and tonkkss
@user2256	PROPN	O	User: No change	B-PER	@user2256 i miss you too <3 i miss | california | but imma come see you as soon as i come back i #promise
california	PROPN	O	PROPN	B-MISC	@user2256 i miss you too <3 i miss | california | but imma come see you as soon as i come back i #promise
@user2260	PROPN	O	User: No change	B-PER	@user2260 * fingers crossed *
@user2301	PROPN	O	User: No change	B-PER	@user2301 home is where i 'd like to be right now ! my mom feeding me more than what i need . :) the best !
@user2302	PROPN	O	User: No change	B-PER	@user2302 lol looks like i hit the nail n the head with that one . ;-p
@user2310	PROPN	O	User: No change	B-PER	@user2310 good morning sexy one !
@user2371	PROPN	O	User: No change	B-PER	@user2371 wait a sec ... how late do you eat ?!? it 's like dinnertime here !
@user2390	PROPN	O	User: No change	B-PER	@user2390 why not ?!
@user2391	PROPN	O	User: No change	B-PER	@user2391 @user2508 actually sounds like it was too pit .
@user2508	PROPN	O	User: No change	B-PER	@user2391 @user2508 actually sounds like it was too pit .
@user2395	PROPN	O	User: No change	B-PER	@user2395 where did you ask ? we are very prompt with replies . if you want to dm your name or email we can check right now .
@user2411	PROPN	O	User: No change	B-PER	@user2411 heh . ca n't go wrong at minimum wage .
@user2422	PROPN	O	User: No change	B-PER	@user2422 there are more #creatures in donny 's room in today too bad you missed them :)
@user2425	PROPN	O	User: No change	B-PER	@user2425 lmao
@user2430	PROPN	O	User: No change	B-PER	@user2430 what 's that !
@user2455	PROPN	O	User: No change	B-PER	@user2455 hashy !!!!!! kiss my a ** lol
@user2458	PROPN	O	User: No change	B-PER	@user2458 well y da hell u did nt charge it ??
@user2465	PROPN	O	User: No change	B-PER	@user2465 i learned to knit so i could make wool soakers #fluffntreat
@user2471	PROPN	O	User: No change	B-PER	@user2471 stheriouthly .
@user2476	PROPN	O	User: No change	B-PER	@user2476 i 'm not too worried about the heat ... lebron never quits in important games versus the celtics ... oh wait
@user2493	PROPN	O	User: No change	B-PER	@user2493 i know but it 's long . it feels like math class .
@user2496	PROPN	O	User: No change	B-PER	@user2496 hiding from this tornado . how was that hibachi ? i got a taste for some
@user2497	PROPN	O	User: No change	B-PER	@user2497 honestly ? i have no idea . i just am ... all . the . time . :(
@user2502	PROPN	O	User: No change	B-PER	@user2502 glad #virgin is keeping you happy !
#virgin	PROPN	O	PROPN	B-ORG	@user2502 glad #virgin is keeping you happy !
@user2530	PROPN	O	User: No change	B-PER	@user2530 i like monkeys , but i still hate costco parking lots ..
@user2538	PROPN	O	User: No change	B-PER	@user2538 danilo gallinari
@user2553	PROPN	O	User: No change	B-PER	@user2553 the giants pitchers hair is as long as mine . ha !
@user2556	PROPN	O	User: No change	B-PER	@user2556 that good times episode was fucking hilarious
@user2595	PROPN	O	User: No change	B-PER	@user2595 i know but passing uni so i can go to america next year and stalk out corey , that 's a plan .
@user2599	PROPN	O	User: No change	B-PER	@user2599 true true . i 'm in love wit food nigga
@user2625	PROPN	O	User: No change	B-PER	@user2625 lol , naw , we good
@user2635	PROPN	O	User: No change	B-PER	@user2635 because i do n't have school on friday
friday	PROPN	O	PROPN	B-MISC	@user2635 because i do n't have school on friday
@user2645	PROPN	O	User: No change	B-PER	@user2645 no you were right lol .. i do have to stop and i appreciate the input
flutes	PROPN	O	NOUN	B-MISC	ahh . flutes sound really bad with cheap mics . writing a song now , just need chords and i 'll be good . bye :d
@user1463	PROPN	O	User: No change	B-PER	andrew - check out more tracks from the upcoming @user1463 albums : url95 & url100 :) .
h	PROPN	O	X	O	any haggis out there ? do n't say that ! what ? the ' h ' word . do n't say it ! all right ... are there any out there though ?
@user2427	PROPN	O	User: No change	B-PER	awww @user2427 is going to bring a little girl on stage with her to sing ! :') she 's sooo nice ! :)
@user2304	PROPN	O	User: No change	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user187	PROPN	O	User: No change	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user2382	PROPN	O	User: No change	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user125	PROPN	O	User: No change	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user1779	PROPN	O	User: No change	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user813	PROPN	O	User: No change	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user2381	PROPN	O	User: No change	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user2380	PROPN	O	User: No change	B-PER	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
thursday	PROPN	O	PROPN	B-MISC	bad loss for the bison men tonight at western illinois , against a team that got blown out by sdsu on thursday and was 1 - 5 in the summit .
bbm	PROPN	O	X	B-ORG	bbm yawn face * man that #napflow felt so refreshing .
#napflow	PROPN	O	NOUN	B-ORG	bbm yawn face * man that #napflow felt so refreshing .
@user227	PROPN	O	User: No change	B-PER	bwaahaha that is classic . scoreboard ! ended your season . you got rolled by the team that lost to isu @user227 : @user168 husker fan
@user168	PROPN	O	User: No change	B-PER	bwaahaha that is classic . scoreboard ! ended your season . you got rolled by the team that lost to isu @user227 : @user168 husker fan
suv	PROPN	O	PROPN	B-ORG	calgary 1980 pontiac trans am t tops $ 4,900.00 over 175 cars trucks and suv 's 90 day warrenty ... url175
@user2209	PROPN	O	User: No change	B-PER	cartoons of the day url168 via @user2209
sunglasses	PROPN	O	NOUN	B-MISC	check this video out -- polaroid polarized sunglasses ( thailand ) url154 via @user2652
@user2652	PROPN	O	User: No change	B-PER	check this video out -- polaroid polarized sunglasses ( thailand ) url154 via @user2652
@user2652	PROPN	O	User: No change	B-PER	check this video out -- travie mccoy : billionaire ft. bruno mars ( audio ) url120 via @user2652
november	PROPN	O	PROPN	B-MISC	cold , raining , dark early . you 'd think it was november not august bank holiday weekend
august	PROPN	O	PROPN	B-MISC	cold , raining , dark early . you 'd think it was november not august bank holiday weekend
@user1035	PROPN	O	User: No change	B-PER	"david mitchell 's immersive reading room , the "" ultimate environment "" to enjoy thousand autumns : url75 /via @user1035"
early	PROPN	O	ADV	O	early bird special : conscious capitalism , new business model for 21st century in online masterclass - url60
bird	PROPN	O	NOUN	B-MISC	early bird special : conscious capitalism , new business model for 21st century in online masterclass - url60
special	PROPN	O	ADJ	O	early bird special : conscious capitalism , new business model for 21st century in online masterclass - url60
masterclass	PROPN	O	PROPN	B-MISC	early bird special : conscious capitalism , new business model for 21st century in online masterclass - url60
lady	PROPN	O	NOUN	B-MISC	freaky like my lady pyramid
pyramid	PROPN	O	NOUN	B-MISC	freaky like my lady pyramid
d	PROPN	O	X	O	first serious attack by philadelphia , but the timbers d got the ball out .
constantine	PROPN	O	PROPN	B-MISC	fucking bitches all the time i give em dick i m on dey mind i got angels demons constantine
@user2165	PROPN	O	User: No change	B-PER	glad some network picked up #americasmostwanted . @user2165
#campuschat	PROPN	O	NOUN	B-MISC	got #college admissions questions ? ask them tonight during #campuschat i 'm looking forward to advice from @user1768 url38
@user1768	PROPN	O	User: No change	B-PER	got #college admissions questions ? ask them tonight during #campuschat i 'm looking forward to advice from @user1768 url38
#jbspins	PROPN	O	PROPN	B-ORG	great review on #jbspins url77
uv	PROPN	O	VERB	O	haha . my producer said uv vodka is a bad situation waitin to happen , i said #fuuuuuuucccit
@user1769	PROPN	O	User: No change	B-PER	hal sparks tonight @user1769 !! for tix url205 and enter the promo code juice !
valentine	PROPN	O	PROPN	B-MISC	happy valentine 's day ! ♥
@user1525	PROPN	O	User: No change	B-PER	how ? rt @user595 : @user1525 lol dats so ugly
jasmine	PROPN	O	PROPN	B-MISC	hungryyyyy ( @ jasmine 26 ) url6
#teamceltics	PROPN	O	NOUN	B-ORG	i bet ! haha #teamceltics yesterday ! clowns ! rt @user167 : #teamheat at philly 2nite , let 's go !
