Word	Word Index	POS Label	NER Label	Tweet
@user681	0	PROPN	O	@user681 i have them in my fridge right now , but they should be fine , i could freeze them if ya like .
@user706	0	PROPN	O	@user706 i 'm off thursday . is that good for you ?
thursday	4	PROPN	O	@user706 i 'm off thursday . is that good for you ?
@user713	0	PROPN	O	@user713 hey yh i 'm in bristol this saturday for my birthday , is der nefin goin on x
saturday	8	PROPN	O	@user713 hey yh i 'm in bristol this saturday for my birthday , is der nefin goin on x
@user716	0	PROPN	O	@user716 they tryna close all the black hs 's in charlotte
hs	7	PROPN	O	@user716 they tryna close all the black hs 's in charlotte
@user721	0	PROPN	O	@user721 i remember when you had like a thousand . you got the juice now .
@user726	0	PROPN	O	@user726 is giving away 2 $ 250 grocery gift cards to associated foods . winner announced wed on 2news at 10 ! url84
wed	16	PROPN	O	@user726 is giving away 2 $ 250 grocery gift cards to associated foods . winner announced wed on 2news at 10 ! url84
@user727	0	PROPN	O	@user727 :/ it 's okay . i guess people are going again next week , do you think you 'll go ?
@user736	0	PROPN	O	@user736 that how long my pubes are ? i 'm gon na go trim them too !
@user757	0	PROPN	O	@user757 omg luke you need to watch remember me . i literally was balling . you 'd love it .
@user782	0	PROPN	O	@user782 @user247 yes ! dm an email address to send the link to !
@user247	1	PROPN	O	@user782 @user247 yes ! dm an email address to send the link to !
@user792	0	PROPN	O	@user792 ... when will you come out to the field :)
@user797	0	PROPN	O	@user797 cool , meet us at kieran 's if you can . court , too ? others ?
@user805	0	PROPN	O	@user805 @user2113 glue our lips together with that black gunk !
@user2113	1	PROPN	O	@user805 @user2113 glue our lips together with that black gunk !
@user834	0	PROPN	O	@user834 lol , thanks . why you say that tho ? haha !!
@user839	0	PROPN	O	@user839 western fries
@user857	0	PROPN	O	@user857 lol it wasnt blood but thanks .
@user873	0	PROPN	O	@user873 @user1561 miss y'all too just gon na leave me out the damn convo dicks lol
@user1561	1	PROPN	O	@user873 @user1561 miss y'all too just gon na leave me out the damn convo dicks lol
@user902	0	PROPN	O	@user902 weird cause your not doin either ..
@user909	0	PROPN	O	@user909 that fallout vegas game looks neat
@user933	0	PROPN	O	@user933 loolll i was lyin gem
@user939	0	PROPN	O	@user939 if u want some funny & true quotes on your timeline then u should follow » @user91 « he 'll have u laughing all day !
@user91	17	PROPN	O	@user939 if u want some funny & true quotes on your timeline then u should follow » @user91 « he 'll have u laughing all day !
@user942	0	PROPN	O	@user942 @user2079 me three ! @user1323
@user2079	1	PROPN	O	@user942 @user2079 me three ! @user1323
@user1323	5	PROPN	O	@user942 @user2079 me three ! @user1323
@user955	0	PROPN	O	@user955 looking good in the pic u put up
@user997	0	PROPN	O	@user997 lmaooo iit was my mans .. iit was n't hurt at first but now i feel dat shiit
@user1016	0	PROPN	O	@user1016 she looks like it pacin' back & forth lol
@user1034	0	PROPN	O	@user1034 follow @user497 & win ca$h playing your favorite video games ! #gamersaloon
@user497	2	PROPN	O	@user1034 follow @user497 & win ca$h playing your favorite video games ! #gamersaloon
@user1038	0	PROPN	O	@user1038 lmao i 'm not a sheep who listens to it cos everyone else does , it s generally shit :(
@user1046	0	PROPN	O	@user1046 thnx
@user1064	0	PROPN	O	@user1064 knows what 's up . and what 's up is my dick .
@user1068	0	PROPN	O	@user1068 right ..
@user1082	0	PROPN	O	@user1082 when do you start your job ?
@user1101	0	PROPN	O	@user1101 lol no pork slime
@user1125	0	PROPN	O	@user1125 10th ... that random chicks nasty ass breath :-)
@user1127	0	PROPN	O	@user1127 lyod and wayne - you that was bigggg !
@user1161	0	PROPN	O	@user1161 idc we got rings we aint chumps
@user1178	0	PROPN	O	@user1178 ; awe you miss me ??
@user1183	0	PROPN	O	@user1183 #ynwa best wishes at this sad time
@user1210	0	PROPN	O	@user1210 it is google maps , but i do n't think it was a prank , it 's just the normal kind of thing that happens in germany
@user1213	0	PROPN	O	@user1213 what 's new ? lol
@user1306	0	PROPN	O	@user1306 omg u r from pa ? i am too (: where abouts ?
@user1309	0	PROPN	O	@user1309 in bham i & teamel_al will be in full effect 4 @user398 10/30/10 !
teamel_al	5	PROPN	O	@user1309 in bham i & teamel_al will be in full effect 4 @user398 10/30/10 !
@user398	12	PROPN	O	@user1309 in bham i & teamel_al will be in full effect 4 @user398 10/30/10 !
@user1314	0	PROPN	O	@user1314 lets do the damn thing :]
@user1349	0	PROPN	O	@user1349 ok so we are cool i was n't sure smh i have people saying ridiculous stuff all day :( so sorry
@user1370	0	PROPN	O	@user1370 i think i cut like , 6 - 8 inches . it 's nice , but i miss my big ponytail !
@user1371	0	PROPN	O	@user1371 smfh that 's fucking crazy
@user1389	0	PROPN	O	@user1389 schl is ok so far .... will calll u soon ... still with my fone ... he is good ;-) hw r u ?
@user1398	0	PROPN	O	@user1398 yes . i 'm also gong to eastside 's pre-show rehearsal , and trying to go to yours as well . #teamdiddlehype #reppinhometeams
@user1419	0	PROPN	O	@user1419 hell yea
@user1448	0	PROPN	O	"@user1448 does n't change anything if it 's a "" best seller . "" ie @user695 and the wwe title . most businesses reinvest their profits into new things"
@user695	15	PROPN	O	"@user1448 does n't change anything if it 's a "" best seller . "" ie @user695 and the wwe title . most businesses reinvest their profits into new things"
title	19	PROPN	O	"@user1448 does n't change anything if it 's a "" best seller . "" ie @user695 and the wwe title . most businesses reinvest their profits into new things"
@user1450	0	PROPN	O	@user1450 sup shirt off
@user1462	0	PROPN	O	@user1462 was guud shitty ass
@user1475	0	PROPN	O	@user1475 @user732 jesus are you two still at it ? lolx
@user732	1	PROPN	O	@user1475 @user732 jesus are you two still at it ? lolx
jesus	2	PROPN	O	@user1475 @user732 jesus are you two still at it ? lolx
@user1496	0	PROPN	O	@user1496 yoy my cuzzin told me it came on @ 950
@user1502	0	PROPN	O	@user1502 @user1785 nah we thought of it a few days ago
@user1785	1	PROPN	O	@user1502 @user1785 nah we thought of it a few days ago
@user1514	0	PROPN	O	@user1514 yeh i have no idea but i cant wait xx
@user1529	0	PROPN	O	@user1529 you would have had 1,987,001 followers if you did <3 lol
@user1530	0	PROPN	O	@user1530 3 couplets , 1 refrain .
@user1531	0	PROPN	O	@user1531 lol i know ...
@user1542	0	PROPN	O	@user1542 lol !
@user1574	0	PROPN	O	@user1574 nice !
@user1585	0	PROPN	O	@user1585 lmfao that different
@user1601	0	PROPN	O	@user1601 thank you !
@user1647	0	PROPN	O	@user1647 follow @user1932 .. he has awesome quotes and your end up with wow .. :-) follow him if you like his tweets ..
@user1932	2	PROPN	O	@user1647 follow @user1932 .. he has awesome quotes and your end up with wow .. :-) follow him if you like his tweets ..
@user1671	0	PROPN	O	@user1671 oh ya i bet . should be lots of fun for you . lol :-)
@user1675	0	PROPN	O	@user1675 - lol i m jk ahah itss okayy ...
@user1683	0	PROPN	O	@user1683 hey :d please read this for me ! url191 i really wan na meet @user2082 in montreal ! <3
@user2082	15	PROPN	O	@user1683 hey :d please read this for me ! url191 i really wan na meet @user2082 in montreal ! <3
@user1720	0	PROPN	O	@user1720 kay !
@user1776	0	PROPN	O	@user1776 protester had 4 men tackle her down , cop just watched ? i knew chief of police in my city , corrupt as hell !! i 'm re- joining today
@user1780	0	PROPN	O	@user1780 : if a player wins his first match , then loses in the second round that 's a t-17 , technically . does that count as top - 25 ?
@user1848	0	PROPN	O	@user1848 naw naw ima have to lock up w his ass lol but she 's eating as usual 
@user1870	0	PROPN	O	@user1870 rt @user1915 : one day i hope you look back at what we had , and regret every single thing you did to let it end .
@user1877	0	PROPN	O	@user1877 cd : 90 % mp3 : 0 % vinyl : 10 %
@user1896	0	PROPN	O	@user1896 htb sneaker expo dec18th at 330 ritch in sf from 6 pm to 10 pm 18 & over . from l.a. 2 da bay !! please rt , thanks u coming ?
dec18th	4	PROPN	O	@user1896 htb sneaker expo dec18th at 330 ritch in sf from 6 pm to 10 pm 18 & over . from l.a. 2 da bay !! please rt , thanks u coming ?
@user1909	0	PROPN	O	@user1909 how was paris !? xx
@user1958	0	PROPN	O	@user1958 you wo nt ?
@user1976	0	PROPN	O	@user1976 lol i know right
@user1978	0	PROPN	O	@user1978 lol thanks
@user1989	0	PROPN	O	@user1989 wow ! o.o
@user1993	0	PROPN	O	@user1993 nah u really do though . u r like on your 6 pic url81
@user1995	0	PROPN	O	@user1995 them breast is flirting with me boo smh
@user2005	0	PROPN	O	@user2005 hehe i 'm still on my summer vacation :) but if i do n't try get up earlier than now , i 'll definitely be late for school :'( #i4u
@user2026	0	PROPN	O	@user2026 i from in italy !!!!! and you ???
@user2030	0	PROPN	O	@user2030 okay ?
@user2059	0	PROPN	O	@user2059 brand new macbook with zero cost www.slop.in/qrvd
@user2060	0	PROPN	O	@user2060 the bbr aliases do n't add a space
@user2078	0	PROPN	O	@user2078 well me & her ..
@user2095	0	PROPN	O	@user2095 haha i know ... i said that school was gon na go down the hole after we left
@user2121	0	PROPN	O	@user2121 happy birthday !!!! i 'm so glad you were born ! you should have @user1624 take u out since he 's a texan again ... if u r town
@user1624	15	PROPN	O	@user2121 happy birthday !!!! i 'm so glad you were born ! you should have @user1624 take u out since he 's a texan again ... if u r town
@user2203	0	PROPN	O	@user2203 lol , we are one . and that was me this weekend especially . maybe put it off until you feel like ~ talking again ?
@user2217	0	PROPN	O	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]
@user999	1	PROPN	O	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]
@user1452	2	PROPN	O	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]
@user1162	3	PROPN	O	@user2217 @user999 @user1452 @user1162 and some others unfollowed me [ checked by url119 ]
@user2225	0	PROPN	O	@user2225 eh yeah i 'll be fine , just annoyed
@user2226	0	PROPN	O	@user2226 i love you more
@user2228	0	PROPN	O	@user2228 on my way ... lol
@user2229	0	PROPN	O	@user2229 of course she can come
@user2238	0	PROPN	O	@user2238 you suppose to say good'morning love ♥
@user2241	0	PROPN	O	@user2241 wow ! one of your best self portraits ever ! url211
@user2247	0	PROPN	O	@user2247 hey how is it going .. did u set it up ?
@user2252	0	PROPN	O	@user2252 can we go to tims please and tonkkss
tims	5	PROPN	O	@user2252 can we go to tims please and tonkkss
tonkkss	8	PROPN	O	@user2252 can we go to tims please and tonkkss
@user2256	0	PROPN	O	@user2256 i miss you too <3 i miss | california | but imma come see you as soon as i come back i #promise
california	9	PROPN	O	@user2256 i miss you too <3 i miss | california | but imma come see you as soon as i come back i #promise
@user2260	0	PROPN	O	@user2260 * fingers crossed *
@user2301	0	PROPN	O	@user2301 home is where i 'd like to be right now ! my mom feeding me more than what i need . :) the best !
@user2302	0	PROPN	O	@user2302 lol looks like i hit the nail n the head with that one . ;-p
@user2310	0	PROPN	O	@user2310 good morning sexy one !
@user2371	0	PROPN	O	@user2371 wait a sec ... how late do you eat ?!? it 's like dinnertime here !
@user2390	0	PROPN	O	@user2390 why not ?!
@user2391	0	PROPN	O	@user2391 @user2508 actually sounds like it was too pit .
@user2508	1	PROPN	O	@user2391 @user2508 actually sounds like it was too pit .
@user2395	0	PROPN	O	@user2395 where did you ask ? we are very prompt with replies . if you want to dm your name or email we can check right now .
@user2411	0	PROPN	O	@user2411 heh . ca n't go wrong at minimum wage .
@user2422	0	PROPN	O	@user2422 there are more #creatures in donny 's room in today too bad you missed them :)
@user2425	0	PROPN	O	@user2425 lmao
@user2430	0	PROPN	O	@user2430 what 's that !
@user2455	0	PROPN	O	@user2455 hashy !!!!!! kiss my a ** lol
@user2458	0	PROPN	O	@user2458 well y da hell u did nt charge it ??
@user2465	0	PROPN	O	@user2465 i learned to knit so i could make wool soakers #fluffntreat
@user2471	0	PROPN	O	@user2471 stheriouthly .
@user2476	0	PROPN	O	@user2476 i 'm not too worried about the heat ... lebron never quits in important games versus the celtics ... oh wait
@user2493	0	PROPN	O	@user2493 i know but it 's long . it feels like math class .
@user2496	0	PROPN	O	@user2496 hiding from this tornado . how was that hibachi ? i got a taste for some
@user2497	0	PROPN	O	@user2497 honestly ? i have no idea . i just am ... all . the . time . :(
@user2502	0	PROPN	O	@user2502 glad #virgin is keeping you happy !
#virgin	2	PROPN	O	@user2502 glad #virgin is keeping you happy !
@user2530	0	PROPN	O	@user2530 i like monkeys , but i still hate costco parking lots ..
@user2538	0	PROPN	O	@user2538 danilo gallinari
@user2553	0	PROPN	O	@user2553 the giants pitchers hair is as long as mine . ha !
@user2556	0	PROPN	O	@user2556 that good times episode was fucking hilarious
@user2595	0	PROPN	O	@user2595 i know but passing uni so i can go to america next year and stalk out corey , that 's a plan .
@user2599	0	PROPN	O	@user2599 true true . i 'm in love wit food nigga
@user2625	0	PROPN	O	@user2625 lol , naw , we good
@user2635	0	PROPN	O	@user2635 because i do n't have school on friday
friday	8	PROPN	O	@user2635 because i do n't have school on friday
@user2645	0	PROPN	O	@user2645 no you were right lol .. i do have to stop and i appreciate the input
flutes	2	PROPN	O	ahh . flutes sound really bad with cheap mics . writing a song now , just need chords and i 'll be good . bye :d
@user1463	9	PROPN	O	andrew - check out more tracks from the upcoming @user1463 albums : url95 & url100 :) .
h	14	PROPN	O	any haggis out there ? do n't say that ! what ? the ' h ' word . do n't say it ! all right ... are there any out there though ?
@user2427	1	PROPN	O	awww @user2427 is going to bring a little girl on stage with her to sing ! :') she 's sooo nice ! :)
@user2304	4	PROPN	O	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user187	5	PROPN	O	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user2382	6	PROPN	O	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user125	7	PROPN	O	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user1779	8	PROPN	O	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user813	9	PROPN	O	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user2381	10	PROPN	O	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
@user2380	11	PROPN	O	ayeee do ya thing @user2304 @user187 @user2382 @user125 @user1779 @user813 @user2381 @user2380 shootn my movie
thursday	21	PROPN	O	bad loss for the bison men tonight at western illinois , against a team that got blown out by sdsu on thursday and was 1 - 5 in the summit .
bbm	0	PROPN	O	bbm yawn face * man that #napflow felt so refreshing .
#napflow	6	PROPN	O	bbm yawn face * man that #napflow felt so refreshing .
@user227	21	PROPN	O	bwaahaha that is classic . scoreboard ! ended your season . you got rolled by the team that lost to isu @user227 : @user168 husker fan
@user168	23	PROPN	O	bwaahaha that is classic . scoreboard ! ended your season . you got rolled by the team that lost to isu @user227 : @user168 husker fan
suv	14	PROPN	O	calgary 1980 pontiac trans am t tops $ 4,900.00 over 175 cars trucks and suv 's 90 day warrenty ... url175
@user2209	6	PROPN	O	cartoons of the day url168 via @user2209
sunglasses	7	PROPN	O	check this video out -- polaroid polarized sunglasses ( thailand ) url154 via @user2652
@user2652	13	PROPN	O	check this video out -- polaroid polarized sunglasses ( thailand ) url154 via @user2652
@user2652	17	PROPN	O	check this video out -- travie mccoy : billionaire ft. bruno mars ( audio ) url120 via @user2652
november	12	PROPN	O	cold , raining , dark early . you 'd think it was november not august bank holiday weekend
august	14	PROPN	O	cold , raining , dark early . you 'd think it was november not august bank holiday weekend
@user1035	19	PROPN	O	"david mitchell 's immersive reading room , the "" ultimate environment "" to enjoy thousand autumns : url75 /via @user1035"
early	0	PROPN	O	early bird special : conscious capitalism , new business model for 21st century in online masterclass - url60
bird	1	PROPN	O	early bird special : conscious capitalism , new business model for 21st century in online masterclass - url60
special	2	PROPN	O	early bird special : conscious capitalism , new business model for 21st century in online masterclass - url60
masterclass	15	PROPN	O	early bird special : conscious capitalism , new business model for 21st century in online masterclass - url60
lady	3	PROPN	O	freaky like my lady pyramid
pyramid	4	PROPN	O	freaky like my lady pyramid
d	9	PROPN	O	first serious attack by philadelphia , but the timbers d got the ball out .
constantine	18	PROPN	O	fucking bitches all the time i give em dick i m on dey mind i got angels demons constantine
@user2165	7	PROPN	O	glad some network picked up #americasmostwanted . @user2165
#campuschat	9	PROPN	O	got #college admissions questions ? ask them tonight during #campuschat i 'm looking forward to advice from @user1768 url38
@user1768	17	PROPN	O	got #college admissions questions ? ask them tonight during #campuschat i 'm looking forward to advice from @user1768 url38
#jbspins	3	PROPN	O	great review on #jbspins url77
uv	5	PROPN	O	haha . my producer said uv vodka is a bad situation waitin to happen , i said #fuuuuuuucccit
@user1769	3	PROPN	O	hal sparks tonight @user1769 !! for tix url205 and enter the promo code juice !
valentine	1	PROPN	O	happy valentine 's day ! ♥
@user1525	5	PROPN	O	how ? rt @user595 : @user1525 lol dats so ugly
jasmine	3	PROPN	O	hungryyyyy ( @ jasmine 26 ) url6
#teamceltics	4	PROPN	O	i bet ! haha #teamceltics yesterday ! clowns ! rt @user167 : #teamheat at philly 2nite , let 's go !
#teamheat	12	PROPN	O	i bet ! haha #teamceltics yesterday ! clowns ! rt @user167 : #teamheat at philly 2nite , let 's go !
#yelp	12	PROPN	O	i checked in at dunkin donuts ( 1 congress st ) on #yelp url28
#celtics	8	PROPN	O	i have always and forever will hate the #celtics
@user2450	13	PROPN	O	i think i 'm a wait an hour or 2 & then tweet @user2450 ...
@user1490	3	PROPN	O	i uploaded a @user1490 video url116 paris.flv
#bet	5	PROPN	O	idk what this movie on #bet is but i 've seen it before and it s hilarious !
@user1859	6	PROPN	O	inspired after a yummy lunch with @user1859 . thanks !
giving	3	PROPN	O	is today thanks giving ? :l
jihad	1	PROPN	O	islamic jihad militant killed near gaza border url36
january	0	PROPN	O	january 16 , 2011 @user2408 will be in sm , cebu !!!!!
@user2408	4	PROPN	O	january 16 , 2011 @user2408 will be in sm , cebu !!!!!
june	0	PROPN	O	june 21 * sigh *
@user1322	9	PROPN	O	lol .... i know that 's right ..... rt @user1322 @user773 and thank god 4 deliverance .... hiiiiya
@user773	10	PROPN	O	lol .... i know that 's right ..... rt @user1322 @user773 and thank god 4 deliverance .... hiiiiya
@user359	5	PROPN	O	making #travel a reality url160 @user359 #yakezie #lifestyle #budget #travelhacking
@user674	7	PROPN	O	making moves ! are you ? url208 @user674 dude this is great find ! #tag
#lakers	2	PROPN	O	man da #lakers have a fucking all - star squad fuck wit it !!
getto	5	PROPN	O	microwaved grilled cheese / the getto grilled cheese sandwhich / they 're made with real cheese #haiku #mooku
oem	2	PROPN	O	motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola dr ... url32
window	3	PROPN	O	motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola dr ... url32
mount	4	PROPN	O	motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola dr ... url32
dr	17	PROPN	O	motorola droid oem window mount – only for the first generation motorola droid : product descriptionthe motorola dr ... url32
monday	14	PROPN	O	next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and wednesday at ... url63
nov	15	PROPN	O	next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and wednesday at ... url63
wednesday	21	PROPN	O	next week - two morning zumba classes with me if you 're interested - monday nov 1st at 8:30 am and wednesday at ... url63
gunrunner	6	PROPN	O	"nick adamson 's online audition for gunrunner billy kane 's character "" the rat "" url65"
rat	13	PROPN	O	"nick adamson 's online audition for gunrunner billy kane 's character "" the rat "" url65"
@user4	13	PROPN	O	o_o lucky you .... llabd wutup doe ?! shine ! rt @user1078 : @user4 * yawns * still in the bed :)
loblaws	1	PROPN	O	oh loblaws you kill me , 4 - 8
fitness	5	PROPN	O	owning your craft in the fitness business - url151 #fitness bodybuilding #professionals #vancouver
business	6	PROPN	O	owning your craft in the fitness business - url151 #fitness bodybuilding #professionals #vancouver
four	11	PROPN	O	ps : hearing the the early show cast get outraged by four loko was hilarious . made my morning and subsequent day . #parentsjustdontunderstand
loko	12	PROPN	O	ps : hearing the the early show cast get outraged by four loko was hilarious . made my morning and subsequent day . #parentsjustdontunderstand
psp	0	PROPN	O	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3
@user1736	19	PROPN	O	psp .... phone ... ohmygoodlord technology why are you so great . it s also an ericsson which means @user1736 will just have to buy it . ;3
@user882	4	PROPN	O	rt @user16 : fucking @user882 is louder than an group of barking dogs .
@user2652	17	PROPN	O	rt @user411 laughing matter = me being serious . just watch . be encouraged !! url172 via @user2652
@user443	6	PROPN	O	rt @user442 : exclusive picture of @user443 and jay 's mum sue ! url163
@user503	3	PROPN	O	rt @user528 : @user503 read this !!! url133
@user557	3	PROPN	O	rt @user592 : @user557 hang in there cousin love you
@user2554	3	PROPN	O	rt @user696 : @user2554 thanks toby , someone posted a recap link here url26 , but i made it out injury free and feel g ...
@user1442	3	PROPN	O	rt @user704 : @user1442 #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...
#libya	4	PROPN	O	rt @user704 : @user1442 #libya breakthru ! we move urgently needed #food ( wheat , flour ) by truck convoy into western libya for 1st time ...
@user330	3	PROPN	O	rt @user710 : @user330 aite bruh bruh i got you foue
@user334	3	PROPN	O	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...
@user1374	4	PROPN	O	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...
@user1792	5	PROPN	O	rt @user799 : @user334 @user1374 @user1792 we just started this online petition . see how loved you all are ! :) url1 ...
